Trace
Swept SA
A.21.04,N9000B
4440000000,-81.3570861816406
4450000000,-110.29345703125
4460000000,-81.6914291381836
4470000000,-109.555282592773
4480000000,-67.5870742797852
4490000000,-109.247268676758
4500000000,-80.8391952514648
4510000000,-112.351440429688
4520000000,-81.0107498168945
4530000000,-110.709030151367
4540000000,-81.2008666992188
4550000000,-109.948165893555
4560000000,-82.5092544555664
4570000000,-110.848907470703
4580000000,-80.8408813476563
4590000000,-112.11351776123
4600000000,-82.0096740722656
4610000000,-111.59107208252
4620000000,-81.8704452514648
4630000000,-112.625915527344
4640000000,-82.4844741821289
4650000000,-110.215774536133
4660000000,-82.273307800293
4670000000,-109.037132263184
4680000000,-82.3486633300781
4690000000,-111.266822814941
4700000000,-81.4758071899414
4710000000,-113.254447937012
4720000000,-81.7450637817383
4730000000,-113.3427734375
4740000000,-83.3074188232422
4750000000,-113.37272644043
4760000000,-81.3122177124023
4770000000,-112.397872924805
4780000000,-83.0873870849609
4790000000,-115.638107299805
4800000000,-83.0899810791016
4810000000,-112.723915100098
4820000000,-83.0721664428711
4830000000,-114.151870727539
4840000000,-80.50048828125
4850000000,-114.14185333252
4860000000,-81.2830123901367
4870000000,-111.384201049805
4880000000,-81.1842880249023
4890000000,-111.508941650391
4900000000,-82.8525009155273
4910000000,-110.592124938965
4920000000,-82.7817764282227
4930000000,-113.465377807617
4940000000,-82.7961273193359
4950000000,-112.545867919922
4960000000,-83.2672805786133
4970000000,-109.540367126465
4980000000,-82.5923385620117
4990000000,-113.711402893066
5000000000,-81.5838623046875
5010000000,-115.083938598633
5020000000,-82.2508392333984
5030000000,-110.358818054199
5040000000,-82.5195770263672
5050000000,-109.792907714844
5060000000,-81.9445724487305
5070000000,-124.368354797363
5080000000,-80.9569091796875
5090000000,-108.934326171875
5100000000,-82.1315383911133
5110000000,-109.865272521973
5120000000,-81.5116958618164
5130000000,-110.435707092285
5140000000,-81.1935424804688
5150000000,-114.196784973145
5160000000,-80.1556015014648
5170000000,-113.796752929688
5180000000,-82.5535430908203
5190000000,-114.94416809082
5200000000,-82.2942733764648
5210000000,-112.544998168945
5220000000,-81.4470062255859
5230000000,-107.882537841797
5240000000,-80.8480072021484
5250000000,-112.345291137695
5260000000,-82.4752426147461
5270000000,-107.906288146973
5280000000,-81.6898651123047
5290000000,-108.85676574707
5300000000,-81.1902313232422
5310000000,-108.830940246582
5320000000,-82.3410339355469
5330000000,-112.242141723633
5340000000,-80.9734878540039
5350000000,-111.615928649902
5360000000,-80.799934387207
5370000000,-109.3271484375
5380000000,-82.555793762207
5390000000,-113.567604064941
5400000000,-81.9768981933594
5410000000,-109.787925720215
5420000000,-81.0302658081055
5430000000,-110.378723144531
5440000000,-80.8136901855469
5450000000,-117.185813903809
5460000000,-82.7179107666016
5470000000,-115.56477355957
5480000000,-82.3119506835938
5490000000,-112.945747375488
5500000000,-82.2456665039063
5510000000,-110.80989074707
5520000000,-75.9979858398438
5530000000,-115.589080810547
5540000000,-82.1943740844727
5550000000,-111.390312194824
5560000000,-81.0892715454102
5570000000,-111.283332824707
5580000000,-82.7919921875
5590000000,-111.207275390625
5600000000,-82.8684539794922
5610000000,-116.961700439453
5620000000,-73.7356491088867
5630000000,-114.049880981445
5640000000,-81.534294128418
